5.000000, 0.132710
6.000000, 0.124142
7.000000, 0.113273
8.000000, 0.110475
9.000000, 0.098808
10.000000, 0.118646
11.000000, 0.107718
12.000000, 0.131500
13.000000, 0.121384
14.000000, 0.126371
15.000000, 0.116804
16.000000, 0.140745
17.000000, 0.144648
18.000000, 0.140928
19.000000, 0.146663
20.000000, 0.130419
21.000000, 0.134356
22.000000, 0.127528
23.000000, 0.117354
24.000000, 0.121299
25.000000, 0.116108
26.000000, 0.135658
27.000000, 0.125361
28.000000, 0.132878
29.000000, 0.119162
30.000000, 0.118903
31.000000, 0.148795
32.000000, 0.123290
33.000000, 0.108973
34.000000, 0.120734
35.000000, 0.127877
36.000000, 0.104840
37.000000, 0.123546
38.000000, 0.120883
39.000000, 0.128574
40.000000, 0.115090
41.000000, 0.111903
42.000000, 0.110060
43.000000, 0.132593
44.000000, 0.123296
45.000000, 0.126113
46.000000, 0.128498
47.000000, 0.126756
48.000000, 0.117548
49.000000, 0.120680
50.000000, 0.128103
51.000000, 0.118102
52.000000, 0.122109
53.000000, 0.105191
54.000000, 0.121992
55.000000, 0.120413
56.000000, 0.118580
57.000000, 0.113272
58.000000, 0.120916
59.000000, 0.119615
60.000000, 0.109082
61.000000, 0.120643
62.000000, 0.107561
63.000000, 0.123495
64.000000, 0.136392
65.000000, 0.139306
66.000000, 0.119011
67.000000, 0.122553
68.000000, 0.117088
69.000000, 0.123199
70.000000, 0.122513
71.000000, 0.130320
72.000000, 0.125297
73.000000, 0.119038
74.000000, 0.118330
75.000000, 0.123601
76.000000, 0.115606
77.000000, 0.132382
78.000000, 0.120810
79.000000, 0.123530
80.000000, 0.123651
81.000000, 0.125616
82.000000, 0.132262
83.000000, 0.121648
84.000000, 0.128250
85.000000, 0.111810
86.000000, 0.114813
87.000000, 0.140576
88.000000, 0.132228
89.000000, 0.121098
90.000000, 0.140257
91.000000, 0.151249
92.000000, 0.151879
93.000000, 0.119938
94.000000, 0.129809
95.000000, 0.145234
96.000000, 0.134026
97.000000, 0.127054
98.000000, 0.113384
99.000000, 0.132436
100.000000, 0.118881
101.000000, 0.133837
102.000000, 0.135763
103.000000, 0.134017
104.000000, 0.125421
105.000000, 0.136534
106.000000, 0.148766
107.000000, 0.159165
108.000000, 0.126985
109.000000, 0.126981
110.000000, 0.122749
111.000000, 0.126160
112.000000, 0.140532
113.000000, 0.111365
114.000000, 0.115486
115.000000, 0.130382
116.000000, 0.123806
117.000000, 0.112653
118.000000, 0.127169
119.000000, 0.118806
120.000000, 0.144296
121.000000, 0.141850
122.000000, 0.136439
123.000000, 0.115637
124.000000, 0.139557
125.000000, 0.119860
126.000000, 0.112759
127.000000, 0.130332
128.000000, 0.108860
129.000000, 0.123546
130.000000, 0.120391
131.000000, 0.112863
132.000000, 0.135992
133.000000, 0.124861
134.000000, 0.126076
135.000000, 0.126554
136.000000, 0.121391
137.000000, 0.124084
138.000000, 0.126356
139.000000, 0.114368
140.000000, 0.134875
141.000000, 0.113755
142.000000, 0.145685
143.000000, 0.130595
144.000000, 0.132477
145.000000, 0.143269
146.000000, 0.153077
147.000000, 0.134085
148.000000, 0.125010
149.000000, 0.114867
150.000000, 0.139155
151.000000, 0.118893
152.000000, 0.145468
153.000000, 0.158163
154.000000, 0.133578
155.000000, 0.122541
156.000000, 0.109780
157.000000, 0.133121
158.000000, 0.118946
159.000000, 0.120090
160.000000, 0.124461
161.000000, 0.121639
162.000000, 0.139024
163.000000, 0.138082
164.000000, 0.121040
165.000000, 0.130172
166.000000, 0.126994
167.000000, 0.129218
168.000000, 0.121777
169.000000, 0.110723
170.000000, 0.123358
171.000000, 0.141268
172.000000, 0.128784
173.000000, 0.128311
174.000000, 0.126211
175.000000, 0.122030
176.000000, 0.104046
177.000000, 0.119345
178.000000, 0.117681
179.000000, 0.134507
180.000000, 0.119604
