0.197016, 0.511246, 0.642209, -0.704428, 0.761650, 0.855544, -0.981861
0.941058, 0.674618, -0.278722, -0.998483, -0.171449, 0.589373, 0.898165
0.995829, -0.345592, 0.435231, 0.877126, -0.524055, 0.604414, 0.459584
0.985799, 0.467956, -0.530276, 0.829235, 0.586874, -0.643560, 0.525591
0.583860, 0.806010, 0.990674, -0.868606, 0.621490, -0.099286, -0.401684
0.857863, -0.980437, 0.773776, 0.903012, -0.003351, -0.771241, 0.142477
0.203813, 0.445127, 0.570301, -0.631519, 0.689024, 0.786856, -0.999999
0.507914, -0.047397, 0.500410, -0.721793, 0.886028, 0.996007, 0.881966
0.052075, 0.535908, 0.628516, 0.671880, 0.713053, 0.788216, 0.988860
0.574577, 0.353862, 0.991434, 0.695391, 0.097960, -0.946421, -0.836891
0.980580, 0.716093, -0.803351, 0.541604, 0.874307, -0.931573, -0.226725
0.853255, -0.850667, 0.585736, -0.992038, 0.769675, -0.692325, 0.956495
0.572325, 0.706050, 0.998860, -0.949708, 0.774583, 0.146386, -0.027648
0.970348, 0.965017, -0.999601, -0.088389, 0.979005, -0.903771, -0.997748
0.450956, -0.683292, -0.317338, 0.111534, 0.099231, 0.504439, -0.637591
0.211751, 0.734726, 0.350518, 0.123955, -0.109355, -0.545271, -0.445665
0.999992, -0.983489, 0.992276, -0.275987, -0.906930, 0.737654, -0.849807
0.415328, -0.925147, -0.743728, 0.621615, -0.482029, -0.159495, -0.980243
0.621866, 0.842870, 0.620721, -0.065842, -0.718358, -0.764856, -0.513574
0.974055, 0.629966, -0.995770, 0.304092, 0.758373, -0.063497, -0.925031
0.906215, 0.197861, 0.869435, -0.112279, -0.737275, -0.411596, -0.977713
0.245519, -0.003369, 0.048451, -0.078115, 0.107703, 0.159078, -0.393507
0.633280, 0.999075, 0.582075, -0.170416, -0.275181, -0.926606, -0.856415
0.290285, -0.486296, -0.529273, 0.547147, -0.564778, -0.605232, 0.760043
0.306401, -0.637433, -0.701878, 0.729605, -0.756186, -0.810103, 0.969720
0.730490, 0.508290, -0.952085, -0.832688, -0.086171, 0.990752, -0.347278
0.787984, -0.414541, -0.664810, 0.264235, 0.952718, -0.107174, -0.364138
0.998438, -0.672792, 0.791382, 0.538111, -0.887613, 0.954275, -0.470894
0.543101, 0.390928, 0.874154, -0.983941, 0.989039, 0.689320, 0.803430
0.660231, 0.910338, 0.159528, 0.322671, -0.729313, -0.973574, -0.063986
0.658361, 0.921180, 0.191469, 0.289188, -0.702866, -0.982555, -0.131496
0.917755, 0.483548, 0.634153, 0.281611, -0.951435, 0.066195, -0.557558
0.942903, 0.717447, -0.346825, -0.991191, -0.088412, 0.509388, 0.822382
0.534057, 0.281267, 0.797814, -0.945637, 0.999882, 0.812022, 0.941107
0.252492, -0.081438, -0.045433, 0.023613, -0.001786, 0.034285, -0.206520
0.736805, 0.418963, -0.982085, -0.752937, 0.055309, 0.955905, -0.571416
0.909236, -0.173830, 0.729276, -0.420286, -0.993511, 0.863534, -0.270512
0.946846, 0.802139, -0.489301, -0.954406, 0.094830, 0.318936, 0.594804
0.779201, -0.270551, -0.790525, 0.067439, 0.865749, 0.138538, -0.687769
0.566083, 0.246854, 0.999992, 0.792686, 0.252913, -0.873212, -0.651411
0.339969, -0.584464, -0.982544, -0.981421, -0.840143, -0.235844, -0.039237
0.904994, 0.167124, 0.887378, -0.152641, -0.706929, -0.456797, -0.991175
0.235354, 0.110091, 0.184027, -0.224359, 0.264303, 0.335610, -0.636652
0.919101, 0.515552, 0.599210, 0.327449, -0.966113, 0.125225, -0.478185
0.227586, 0.195728, 0.285233, -0.332733, 0.379403, 0.463021, -0.788274
0.381716, -0.999964, -0.967909, 0.928039, -0.873065, -0.716595, -0.363211
0.995888, -0.352250, 0.442901, 0.872643, -0.532523, 0.613461, 0.443652
0.658361, 0.921180, 0.191469, 0.289188, -0.702866, -0.982555, -0.131496
0.986750, 0.411820, -0.465137, 0.871958, 0.513648, -0.563626, 0.652250
0.998933, -0.962260, 0.781184, -0.767977, -0.473873, 0.094911, 0.133945
0.953691, 0.920597, -0.716082, -0.817282, 0.416928, -0.058598, 0.037030
0.912692, -0.083672, 0.650296, -0.524588, -0.970947, 0.927711, -0.045344
0.772096, -0.151172, -0.871633, -0.091577, 0.767614, 0.328926, -0.875053
0.987729, 0.350084, -0.392667, 0.911200, 0.431076, -0.471996, 0.769718
0.534611, 0.288078, 0.802935, -0.948607, 0.999986, 0.805312, 0.934918
0.939588, 0.639272, -0.224188, -0.999982, -0.235877, 0.648461, 0.943631
0.906049, 0.193681, 0.871954, -0.117795, -0.733219, -0.417823, -0.979906
0.522052, -0.314958, 0.772082, 0.996244, 0.870155, -0.146478, 0.661382
0.423765, -0.882206, -0.657418, 0.513597, -0.353540, 0.001781, -0.998518
0.004712, 0.482240, -0.081310, 0.368900, -0.624310, -0.951740, -0.689186
0.705995, 0.447003, -0.611339, 0.937451, -0.979683, -0.245183, 0.997125
0.997198, -0.507192, 0.617420, 0.742373, -0.719389, 0.805464, 0.027537
0.863197, -0.722171, 0.769794, -0.989114, 0.550644, -0.892256, 0.678843
0.801802, -0.624666, -0.416970, 0.555949, 0.999266, -0.483198, 0.246148
0.126502, 0.981282, 0.996481, 0.975253, 0.935207, 0.802301, -0.313642
0.958335, 0.975280, -0.759097, 0.923519, -0.074575, 0.844872, 0.474008
0.130267, 0.955492, 0.999955, -0.985946, 0.947249, 0.804972, 0.449615
0.322803, -0.413862, -0.911252, -0.997937, -0.956510, -0.527088, 0.441408
0.319083, -0.374688, -0.888967, -0.992836, -0.972242, -0.583965, 0.534831
0.996282, -0.758066, 0.365359, -0.991732, 0.116394, -0.567102, 0.941541
0.943859, 0.958998, -0.246316, 0.963527, -0.710845, 0.967796, 0.979031
0.087330, 0.985673, 0.840300, -0.711817, 0.553305, 0.181823, 0.997257
0.807861, -0.945001, -0.425745, -0.285402, 0.851395, 0.612125, -0.353829
0.110775, 0.933861, 0.992481, 0.999999, 0.992736, 0.934610, 0.112863
0.982410, 0.639965, -0.723074, 0.649917, 0.794632, -0.858425, 0.031989
0.987729, -0.094251, -0.519618, -0.645536, 0.929013, -0.965942, -0.010528
0.048937, 0.832458, 0.475724, -0.245324, -0.000080, -0.468703, 0.432037
0.998349, -0.921907, 0.681420, -0.859797, -0.316605, -0.100954, 0.427279
0.390892, -0.995056, -0.927247, 0.866640, -0.789420, -0.585533, -0.599707
0.708863, 0.765238, -0.753627, -0.989319, -0.532023, 0.918387, 0.475305
0.947434, 0.985924, -0.382335, 0.993347, -0.583599, 0.998025, 0.995506
0.277985, 0.083372, -0.508351, -0.745981, -0.913068, -0.980719, 0.985841
0.933016, 0.470926, 0.018082, -0.963580, -0.499781, 0.858208, 0.985015
0.715022, 0.318502, -0.734616, 0.984873, -0.922073, -0.024154, 0.910694
0.999722, -0.999557, 0.929104, -0.527311, -0.743806, 0.470358, -0.464873
0.991376, 0.081883, -0.072184, 0.997856, 0.058704, -0.048987, 1.000000
0.881860, -0.382025, 0.981310, -0.772380, 0.000717, -0.980536, -0.292311
0.999469, -0.836533, 0.938074, 0.236436, -0.992368, 0.994754, -0.902699
0.000131, 0.001421, 0.001708, 0.001851, 0.001995, 0.002281, 0.003571
0.700971, 0.837232, -0.650629, -0.999939, -0.667263, 0.824934, 0.716571
0.226311, 0.615691, 0.162726, -0.086643, -0.330616, -0.742481, -0.054758
0.848302, -0.899913, 0.481913, -0.966504, 0.853124, -0.565022, 0.999243
0.833645, -0.956807, 0.288086, 0.980409, 0.635587, -0.994847, 0.982271
0.678897, 0.969531, -0.305563, -0.903741, -0.930313, 0.424648, 0.998189
0.997935, -0.602820, 0.719983, 0.633962, -0.821754, 0.900636, -0.258761
0.683879, 0.948800, -0.388799, -0.940700, -0.887341, 0.528807, 0.992134
0.097105, 0.998023, 0.902660, -0.802166, 0.671269, 0.346586, 0.981285
0.163799, 0.976874, 0.838801, 0.727548, 0.592698, 0.270742, -0.975188
0.961741, 0.937657, -0.852493, 0.844164, 0.110624, 0.713289, 0.160999
0.467004, -0.845876, 0.055579, 0.554826, 0.900405, 0.817513, 0.636852
0.459580, -0.602877, -0.195292, -0.025216, 0.244489, 0.642334, -0.414219
0.993903, -0.562533, 0.058071, -0.977236, 0.466788, -0.854714, 0.950152
0.937919, 0.888021, -0.020052, 0.868335, -0.871363, 0.847176, 0.775237
0.696946, 0.565679, -0.472486, 0.860207, -0.999964, -0.451980, 0.963617
0.308270, -0.257494, -0.811386, -0.960829, -0.998039, -0.732554, 0.767551
0.737071, 0.415088, -0.983038, -0.749271, 0.061283, 0.953873, -0.580177
0.941191, 0.677758, -0.283638, -0.998162, -0.165551, 0.583830, 0.893405
0.519146, -0.349802, 0.743114, 0.990924, 0.894528, -0.087584, 0.728079
0.267280, -0.245264, -0.242792, 0.237896, -0.232993, -0.230512, 0.208286
0.372745, -0.844196, -0.963629, -0.771777, -0.446633, 0.364658, -0.839501
0.970884, 0.737457, -0.996340, 0.480741, 0.607872, 0.172830, -0.724079
0.709601, 0.396765, -0.662648, 0.960119, -0.961135, -0.158080, 0.976949
0.803675, -0.917147, -0.507258, -0.188334, 0.790078, 0.704647, -0.526530
0.924828, 0.645922, 0.434560, 0.516517, -0.999363, 0.374010, -0.094884
0.686072, 0.692304, -0.291438, 0.733051, -0.975695, -0.667850, 0.776771
0.756139, 0.116561, -0.982093, -0.427357, 0.477787, 0.693479, -0.985630
0.053251, 0.857517, 0.524509, -0.304047, 0.065695, -0.400940, 0.535079
