0.000000, 0.000000
0.000000, 0.438723
0.000000, 0.539051
0.000000, 0.539478
0.000000, 0.578095
0.000000, 0.561435
0.000000, 0.590872
0.000000, 0.610301
0.000000, 0.691321
0.000000, 0.574308
0.000000, 0.637755
0.000000, 0.578773
0.000000, 0.580752
0.000000, 0.554880
0.000000, 0.583059
0.000000, 0.528259
0.000000, 0.609609
0.000000, 0.573474
0.000000, 0.633644
0.000000, 0.590366
0.000000, 0.584211
0.000000, 0.607426
0.000000, 0.538660
0.000000, 0.598830
0.000000, 0.592761
0.000000, 0.619934
0.000000, 0.520241
0.000000, 0.605455
0.000000, 0.627401
0.000000, 0.614125
0.000000, 0.656391
0.000000, 0.596597
0.000000, 0.528213
0.000000, 0.572503
0.000000, 0.589627
0.000000, 0.611978
0.000000, 0.556081
0.000000, 0.667696
0.000000, 0.552130
0.000000, 0.638166
0.000000, 0.612284
0.000000, 0.614184
0.000000, 0.542133
0.000000, 0.609219
0.000000, 0.564262
0.000000, 0.588751
0.000000, 0.575170
0.000000, 0.642441
0.000000, 0.623563
0.000000, 0.621995
0.000000, 0.622434
0.000000, 0.587653
0.000000, 0.638434
0.000000, 0.641709
0.000000, 0.536653
0.000000, 0.555595
0.000000, 0.583685
0.000000, 0.618692
0.000000, 0.629729
0.000000, 0.681720
0.000000, 0.651239
0.000000, 0.591329
0.000000, 0.658929
0.000000, 0.586869
0.000000, 0.571317
0.000000, 0.608754
0.000000, 0.541326
0.000000, 0.564849
0.000000, 0.661425
0.000000, 0.519838
0.000000, 0.615101
0.000000, 0.598774
0.000000, 0.597642
0.000000, 0.578351
0.000000, 0.602584
0.000000, 0.540222
0.000000, 0.619816
0.000000, 0.594044
0.000000, 0.605658
0.000000, 0.583137
0.000000, 0.626361
0.000000, 0.576646
0.000000, 0.584958
0.000000, 0.578894
0.000000, 0.677485
0.000000, 0.649325
0.000000, 0.621215
0.000000, 0.520837
0.000000, 0.631387
0.000000, 0.642649
0.000000, 0.588772
0.000000, 0.650833
0.000000, 0.634845
0.000000, 0.576950
0.000000, 0.608593
0.000000, 0.668049
0.000000, 0.608157
0.000000, 0.668137
0.000000, 0.615080
0.000000, 0.548937
1.000000, 0.631739
1.000000, 0.494217
1.000000, 0.570273
1.000000, 0.616434
1.000000, 0.589118
1.000000, 0.493749
1.000000, 0.595067
1.000000, 0.617682
1.000000, 0.577790
1.000000, 0.622079
1.000000, 0.621857
1.000000, 0.592665
1.000000, 0.618200
1.000000, 0.599975
1.000000, 0.561840
1.000000, 0.601175
1.000000, 0.515872
1.000000, 0.564682
1.000000, 0.596817
1.000000, 0.664989
1.000000, 0.566028
1.000000, 0.558011
1.000000, 0.606805
1.000000, 0.624657
1.000000, 0.632695
1.000000, 0.617779
1.000000, 0.612397
1.000000, 0.607310
1.000000, 0.561671
1.000000, 0.611272
1.000000, 0.589043
1.000000, 0.625499
1.000000, 0.561129
1.000000, 0.535426
1.000000, 0.613078
1.000000, 0.592279
1.000000, 0.559608
1.000000, 0.601783
1.000000, 0.604599
1.000000, 0.641047
1.000000, 0.544177
1.000000, 0.542595
1.000000, 0.686110
1.000000, 0.595168
1.000000, 0.560452
1.000000, 0.531963
1.000000, 0.587938
1.000000, 0.541684
1.000000, 0.533201
1.000000, 0.635975
1.000000, 0.622641
1.000000, 0.677944
1.000000, 0.573662
1.000000, 0.608093
1.000000, 0.582468
1.000000, 0.569659
1.000000, 0.569652
1.000000, 0.517064
1.000000, 0.592907
1.000000, 0.635995
1.000000, 0.574035
1.000000, 0.564608
1.000000, 0.601253
1.000000, 0.604380
1.000000, 0.601220
1.000000, 0.575769
1.000000, 0.532558
1.000000, 0.596283
1.000000, 0.603734
1.000000, 0.624089
1.000000, 0.624295
1.000000, 0.699260
1.000000, 0.608596
1.000000, 0.575270
1.000000, 0.541805
1.000000, 0.576414
1.000000, 0.663992
1.000000, 0.586026
1.000000, 0.567693
1.000000, 0.607057
1.000000, 0.634978
1.000000, 0.589344
1.000000, 0.562348
1.000000, 0.540456
1.000000, 0.636193
1.000000, 0.589065
1.000000, 0.651619
1.000000, 0.539436
1.000000, 0.571621
1.000000, 0.519346
1.000000, 0.584030
1.000000, 0.611490
1.000000, 0.560588
1.000000, 0.539763
1.000000, 0.593836
1.000000, 0.634012
1.000000, 0.590922
1.000000, 0.559194
1.000000, 0.558841
1.000000, 0.574331
2.000000, 0.614661
2.000000, 0.555723
2.000000, 0.607390
2.000000, 0.581744
2.000000, 0.559442
