-0.205094, 0.994074, 0.423023, -0.076308, -0.555981, -0.999039, 0.053762, -0.205094
0.823458, 0.684604, -0.817520, -0.970644, -0.454043, 0.945736, 0.463267, 0.823458
-0.973819, -0.752813, 0.888400, -0.350326, -0.971598, 0.999997, 0.883971, -0.973819
-0.486226, -0.246831, -0.157501, 0.935790, 0.533271, -0.824895, -0.941944, -0.486226
-0.039258, -0.281134, 0.636334, -0.629042, -0.887189, 0.997202, 0.985434, -0.039258
0.750112, -0.207287, 0.897822, -0.004343, -0.901613, 0.215776, -0.755828, 0.750112
0.632569, 0.615107, 0.885850, 0.382147, -0.299422, -0.992318, -0.994834, 0.632569
-0.283005, 0.253968, -0.027385, -0.996341, -0.197222, 0.414975, -0.115547, -0.283005
-0.039255, 0.877331, -0.814352, 0.629157, 0.737286, -0.652135, 0.985484, -0.039255
-0.649447, -0.355646, -0.963356, -0.980691, -0.786789, 0.030045, -0.891441, -0.649447
-0.937281, -0.992456, -0.393463, 0.238709, 0.774839, 0.822515, 0.992071, -0.937281
0.996338, 0.998909, 0.211551, -0.470493, -0.929428, -0.517890, -0.484232, 0.996338
0.539142, -0.921101, -0.161069, 0.336683, 0.750327, 0.959130, 0.117096, 0.539142
-0.402307, 0.326225, 0.847897, 0.976216, 0.992601, 0.695684, -0.752006, -0.402307
0.499999, -0.945881, -0.998120, -0.967037, -0.898868, -0.663405, 0.861663, 0.499999
-0.509380, -0.259701, -0.571420, 0.504198, 0.995554, -0.713288, 0.999788, -0.509380
-0.590955, 0.999997, -0.990761, 0.205822, 0.961450, -0.914232, 0.865844, -0.590955
0.588006, -0.949206, 0.334299, 0.993654, 0.536509, -0.995523, 0.753921, 0.588006
-0.422922, 0.972843, -0.928216, 0.441273, 0.861390, -0.777309, 0.975873, -0.422922
0.954245, 0.441668, -0.473164, 0.873372, 0.500834, -0.531160, 0.755920, 0.954245
0.998616, 0.271716, -0.984873, -0.788299, -0.071066, 0.999553, 0.293504, 0.998616
-0.305276, -0.064476, -0.333713, 0.857212, 0.675557, -0.911321, -0.984092, -0.305276
-0.979222, -0.782967, 0.637133, 0.996476, 0.756995, -0.667993, -0.999342, -0.979222
-0.564574, 0.973330, -0.024207, -0.806700, -0.960476, 0.512221, 0.616730, -0.564574
0.701530, 0.800581, 0.706215, 0.068645, -0.602600, -0.875109, -0.792526, 0.701530
-0.819950, -0.501180, -0.968181, -0.619165, -0.017524, 0.958376, 0.747898, -0.819950
-0.501364, -0.730372, -0.970266, -0.736253, -0.322827, 0.619175, -0.904356, -0.501364
-0.432164, 0.443923, 0.884055, 0.281098, -0.492179, -0.857221, -0.122676, -0.432164
-0.377123, -0.799873, 0.641865, 0.834473, -0.453139, 0.237857, 0.703662, -0.377123
0.202148, 0.272337, -0.892943, -0.975083, -0.610309, 0.661790, 0.605929, 0.202148
-0.893843, 0.949364, -0.850332, -0.835857, 0.145063, 0.665511, 0.056319, -0.893843
0.128971, -0.459981, 0.141956, 0.437678, 0.691518, 0.982603, -0.860042, 0.128971
0.890177, 0.758152, -0.812120, 0.549040, 0.858043, -0.899554, 0.064592, 0.890177
0.449786, -0.221673, -0.177180, -0.928257, 0.551376, -0.833656, 0.942050, 0.449786
-0.156441, 0.407855, -0.782386, 0.421155, 0.980636, -0.960699, -0.653603, -0.156441
